,ds,opt,randomseed,cls,resampling,grp,gmean,config,cls_grp,cls_resampler
775,wisconsin,Random,39,SVM,NeighbourhoodCleaningRule,Under Resampling,0.9808932711489464,"{'classifier': {'C': 8.574929401348019, 'coef0': -0.6074709498310942, 'degree': 3, 'gamma': 'auto', 'gamma_value': 5.077700380063702, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 39, 'shrinking': False, 'tol': 0.05187824047026576}, 'sub': {'n_neighbors': 9, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.40607236970731564, 'type': 'NeighbourhoodCleaningRule'}}",SVM-Under Resampling,SVM-NeighbourhoodCleaningRule
776,abalone19,Random,59,LR,SMOTEENN,Combine Resampling,0.7958046340883865,"{'classifier': {'C': 91.18717875354713, 'l1_ratio': 0.7596188339301652, 'name': 'LR', 'penalty_solver': 'elasticnet+saga', 'random_state': 59, 'tol': 0.0410419875323525}, 'sub': {'random_state': 59, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",LR-Combine Resampling,LR-SMOTEENN
777,yeast3,Random,39,RF,BorderlineSMOTE,Over Resampling,0.9402119318776576,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 63, 'name': 'RF', 'random_state': 39}, 'sub': {'k_neighbors': 7, 'kind': 'borderline-2', 'm_neighbors': 9, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",RF-Over Resampling,RF-BorderlineSMOTE
778,abalone19,Random,29,LR,SMOTEENN,Combine Resampling,0.7923146996024024,"{'classifier': {'C': 68.51034745198227, 'l1_ratio': 0.871683210121036, 'name': 'LR', 'penalty_solver': 'elasticnet+saga', 'random_state': 29, 'tol': 0.08017221203572462}, 'sub': {'random_state': 29, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",LR-Combine Resampling,LR-SMOTEENN
779,abalone19,Random,9,LR,SMOTEENN,Combine Resampling,0.7987477278568598,"{'classifier': {'C': 25.399515971427235, 'l1_ratio': 0.5996318070166743, 'name': 'LR', 'penalty_solver': 'none+sag', 'random_state': 9, 'tol': 0.09447223893003173}, 'sub': {'random_state': 9, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",LR-Combine Resampling,LR-SMOTEENN
780,segment0,Random,59,SVM,ADASYN,Over Resampling,0.9989892604934301,"{'classifier': {'C': 45.11574393213028, 'coef0': -0.08412776813298128, 'degree': 2, 'gamma': 'scale', 'gamma_value': 3.0844517060163317, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 59, 'shrinking': True, 'tol': 0.027635446466349512}, 'sub': {'n_neighbors': 3, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",SVM-Over Resampling,SVM-ADASYN
781,yeast1,Random,29,RF,RandomOverSampler,Over Resampling,0.7321640131693279,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 6, 'n_estimators': 143, 'name': 'RF', 'random_state': 29}, 'sub': {'random_state': 29, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",RF-Over Resampling,RF-RandomOverSampler
782,yeast1,Random,39,RF,OneSidedSelection,Under Resampling,0.7284634955970688,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 14, 'min_samples_split': 8, 'n_estimators': 126, 'name': 'RF', 'random_state': 39}, 'sub': {'n_neighbors': 10, 'n_seeds_S': 13, 'random_state': 39, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
783,yeast1,Random,9,RF,SMOTENC,Over Resampling,0.7340179894199761,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 19, 'min_samples_split': 17, 'n_estimators': 80, 'name': 'RF', 'random_state': 9}, 'sub': {'categorical_features': True, 'k_neighbors': 4, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",RF-Over Resampling,RF-SMOTENC
784,abalone19,Random,39,LR,SMOTEENN,Combine Resampling,0.791830875669608,"{'classifier': {'C': 99.4225026636818, 'l1_ratio': 0.5309165233012556, 'name': 'LR', 'penalty_solver': 'none+saga', 'random_state': 39, 'tol': 0.09258267375097592}, 'sub': {'random_state': 39, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",LR-Combine Resampling,LR-SMOTEENN
785,segment0,Random,29,SVM,SMOTETomek,Combine Resampling,0.999241625312846,"{'classifier': {'C': 23.90340553323731, 'coef0': -0.9702854316283962, 'degree': 4, 'gamma': 'value', 'gamma_value': 3.850581010284013, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 29, 'shrinking': False, 'tol': 0.04695650278273037}, 'sub': {'random_state': 29, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",SVM-Combine Resampling,SVM-SMOTETomek
786,segment0,Random,39,LR,RandomOverSampler,Over Resampling,0.999241625312846,"{'classifier': {'C': 53.490775611401205, 'l1_ratio': 0.09545589802380705, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 39, 'tol': 0.08177730228843112}, 'sub': {'random_state': 39, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",LR-Over Resampling,LR-RandomOverSampler
787,segment0,Random,9,SVM,SMOTE,Over Resampling,0.9987356154453639,"{'classifier': {'C': 115.01385278275117, 'coef0': 0.07625101226447017, 'degree': 2, 'gamma': 'auto', 'gamma_value': 2.536514474038563, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 9, 'shrinking': True, 'tol': 0.023375244132562787}, 'sub': {'k_neighbors': 6, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",SVM-Over Resampling,SVM-SMOTE
788,shuttle-c2-vs-c4,Random,79,DTC,BorderlineSMOTE,Over Resampling,1.0,"{'classifier': {'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_leaf': 17, 'min_samples_split': 2, 'name': 'DTC', 'random_state': 79}, 'sub': {'k_neighbors': 2, 'kind': 'borderline-2', 'm_neighbors': 7, 'random_state': 79, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",DTC-Over Resampling,DTC-BorderlineSMOTE
789,ecoli-0-1-3-7_vs_2-6,Random,79,LR,OneSidedSelection,Under Resampling,0.9031011595882741,"{'classifier': {'C': 24.33887231948954, 'l1_ratio': 0.724356894202118, 'name': 'LR', 'penalty_solver': 'none+newton-cg', 'random_state': 79, 'tol': 0.07029516959305777}, 'sub': {'n_neighbors': 3, 'n_seeds_S': 2, 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",LR-Under Resampling,LR-OneSidedSelection
790,iris0,Random,79,SVM,NearMiss,Under Resampling,1.0,"{'classifier': {'C': 145.43923105808813, 'coef0': -0.028436683097273097, 'degree': 3, 'gamma': 'value', 'gamma_value': 0.9006163514445386, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 79, 'shrinking': False, 'tol': 0.008889748156938979}, 'sub': {'n_neighbors': 11, 'n_neighbors_ver3': 16, 'smo_grp': 'UNDER', 'type': 'NearMiss', 'version': 1}}",SVM-Under Resampling,SVM-NearMiss
791,glass-0-1-6_vs_5,Random,79,KNN,ADASYN,Over Resampling,0.9540190592242548,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 7, 'name': 'KNN', 'p': 16, 'random_state': 79, 'weights': 'uniform'}, 'sub': {'n_neighbors': 5, 'random_state': 79, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",KNN-Over Resampling,KNN-ADASYN
792,glass5,Random,79,RF,EditedNearestNeighbours,Under Resampling,0.9487806472978626,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 17, 'n_estimators': 78, 'name': 'RF', 'random_state': 79}, 'sub': {'kind_sel': 'all', 'n_neighbors': 18, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",RF-Under Resampling,RF-EditedNearestNeighbours
793,new-thyroid1,Random,79,SVM,SMOTEENN,Combine Resampling,0.997202659436654,"{'classifier': {'C': 57.49962942618902, 'coef0': -0.8984611943322356, 'degree': 4, 'gamma': 'auto', 'gamma_value': 4.476177611304981, 'kernel': 'sigmoid', 'name': 'SVM', 'probability': True, 'random_state': 79, 'shrinking': False, 'tol': 0.025126604212062257}, 'sub': {'random_state': 79, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",SVM-Combine Resampling,SVM-SMOTEENN
794,new-thyroid2,Random,79,RF,TomekLinks,Under Resampling,0.997202659436654,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 5, 'min_samples_split': 3, 'n_estimators': 99, 'name': 'RF', 'random_state': 79}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",RF-Under Resampling,RF-TomekLinks
795,ecoli-0_vs_1,Random,79,RF,RandomUnderSampler,Under Resampling,0.9864367132317184,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 14, 'min_samples_split': 12, 'n_estimators': 136, 'name': 'RF', 'random_state': 79}, 'sub': {'random_state': 79, 'replacement': False, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",RF-Under Resampling,RF-RandomUnderSampler
796,glass-0-1-6_vs_2,Random,79,LR,RandomUnderSampler,Under Resampling,0.8441558084412645,"{'classifier': {'C': 84.55456856569356, 'l1_ratio': 0.1138429318630179, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 79, 'tol': 0.0255985821097188}, 'sub': {'random_state': 79, 'replacement': True, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",LR-Under Resampling,LR-RandomUnderSampler
797,glass4,Random,79,DTC,SMOTETomek,Combine Resampling,0.9720564830342284,"{'classifier': {'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 15, 'name': 'DTC', 'random_state': 79}, 'sub': {'random_state': 79, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",DTC-Combine Resampling,DTC-SMOTETomek
798,glass2,Random,79,SVM,CondensedNearestNeighbour,Under Resampling,0.8357943290864835,"{'classifier': {'C': 100.74844366989657, 'coef0': -0.42117710498134464, 'degree': 2, 'gamma': 'scale', 'gamma_value': 6.791626003158912, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 79, 'shrinking': False, 'tol': 0.01306710276030176}, 'sub': {'n_neighbors': 13, 'n_seeds_S': 34, 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",SVM-Under Resampling,SVM-CondensedNearestNeighbour
799,glass6,Random,79,KNN,ClusterCentroids,Under Resampling,0.948636616062321,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 32, 'name': 'KNN', 'p': 2, 'random_state': 79, 'weights': 'distance'}, 'sub': {'estimator': 'KMeans', 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",KNN-Under Resampling,KNN-ClusterCentroids
800,glass-0-1-2-3_vs_4-5-6,Random,79,RF,ADASYN,Over Resampling,0.9562491079320588,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 19, 'n_estimators': 149, 'name': 'RF', 'random_state': 79}, 'sub': {'n_neighbors': 7, 'random_state': 79, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
801,ecoli4,Random,79,KNN,RandomUnderSampler,Under Resampling,0.9637794845186568,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 20, 'name': 'KNN', 'p': 10, 'random_state': 79, 'weights': 'uniform'}, 'sub': {'random_state': 79, 'replacement': False, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",KNN-Under Resampling,KNN-RandomUnderSampler
802,shuttle-c2-vs-c4,Random,109,RF,SMOTE,Over Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 6, 'min_samples_split': 4, 'n_estimators': 68, 'name': 'RF', 'random_state': 109}, 'sub': {'k_neighbors': 3, 'random_state': 109, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
803,glass1,Random,79,RF,SVMSMOTE,Over Resampling,0.7730255299704071,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 2, 'min_samples_split': 14, 'n_estimators': 71, 'name': 'RF', 'random_state': 79}, 'sub': {'k_neighbors': 9, 'm_neighbors': 3, 'out_step': 0.6751398455432444, 'random_state': 79, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",RF-Over Resampling,RF-SVMSMOTE
804,glass0,Random,79,DTC,OneSidedSelection,Under Resampling,0.8599767328211835,"{'classifier': {'criterion': 'gini', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 6, 'min_samples_split': 16, 'name': 'DTC', 'random_state': 79}, 'sub': {'n_neighbors': 8, 'n_seeds_S': 14, 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",DTC-Under Resampling,DTC-OneSidedSelection
805,ecoli3,Random,79,RF,SMOTE,Over Resampling,0.9034710160975604,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 11, 'n_estimators': 64, 'name': 'RF', 'random_state': 79}, 'sub': {'k_neighbors': 2, 'random_state': 79, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
806,ecoli2,Random,79,KNN,EditedNearestNeighbours,Under Resampling,0.9303253952697296,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 26, 'name': 'KNN', 'p': 7, 'random_state': 79, 'weights': 'distance'}, 'sub': {'kind_sel': 'mode', 'n_neighbors': 4, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",KNN-Under Resampling,KNN-EditedNearestNeighbours
807,haberman,Random,79,RF,TomekLinks,Under Resampling,0.6944755064261392,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 6, 'min_samples_split': 7, 'n_estimators': 38, 'name': 'RF', 'random_state': 79}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",RF-Under Resampling,RF-TomekLinks
808,ecoli1,Random,79,RF,ClusterCentroids,Under Resampling,0.8898873052771711,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 11, 'min_samples_split': 5, 'n_estimators': 125, 'name': 'RF', 'random_state': 79}, 'sub': {'estimator': 'KMeans', 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'soft'}}",RF-Under Resampling,RF-ClusterCentroids
809,iris0,Random,109,SVM,EditedNearestNeighbours,Under Resampling,1.0,"{'classifier': {'C': 35.19416944269927, 'coef0': 0.713103618700079, 'degree': 3, 'gamma': 'auto', 'gamma_value': 5.876518879328954, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 109, 'shrinking': False, 'tol': 0.0581200876862984}, 'sub': {'kind_sel': 'all', 'n_neighbors': 6, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",SVM-Under Resampling,SVM-EditedNearestNeighbours
810,yeast-2_vs_8,Random,79,SVM,CondensedNearestNeighbour,Under Resampling,0.8009135451599866,"{'classifier': {'C': 100.74844366989657, 'coef0': -0.42117710498134464, 'degree': 2, 'gamma': 'scale', 'gamma_value': 6.791626003158912, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 79, 'shrinking': False, 'tol': 0.01306710276030176}, 'sub': {'n_neighbors': 13, 'n_seeds_S': 34, 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",SVM-Under Resampling,SVM-CondensedNearestNeighbour
811,yeast-1_vs_7,Random,79,LR,SMOTENC,Over Resampling,0.7842305587008548,"{'classifier': {'C': 78.17402645169201, 'l1_ratio': 0.7415454592967455, 'name': 'LR', 'penalty_solver': 'none+saga', 'random_state': 79, 'tol': 0.0833401575787906}, 'sub': {'categorical_features': True, 'k_neighbors': 1, 'random_state': 79, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",LR-Over Resampling,LR-SMOTENC
812,ecoli-0-1-3-7_vs_2-6,Random,109,RF,CondensedNearestNeighbour,Under Resampling,0.8781746468707023,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 62, 'name': 'RF', 'random_state': 109}, 'sub': {'n_neighbors': 22, 'n_seeds_S': 27, 'random_state': 109, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",RF-Under Resampling,RF-CondensedNearestNeighbour
813,glass-0-1-6_vs_5,Random,109,KNN,SMOTETomek,Combine Resampling,0.9511412113460872,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 6, 'name': 'KNN', 'p': 17, 'random_state': 109, 'weights': 'uniform'}, 'sub': {'random_state': 109, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",KNN-Combine Resampling,KNN-SMOTETomek
814,page-blocks-1-3_vs_4,Random,79,RF,OneSidedSelection,Under Resampling,0.9896271056609498,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 66, 'name': 'RF', 'random_state': 79}, 'sub': {'n_neighbors': 18, 'n_seeds_S': 12, 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
815,glass5,Random,109,DTC,RandomOverSampler,Over Resampling,0.956812531206157,"{'classifier': {'criterion': 'gini', 'max_depth': 11, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 9, 'name': 'DTC', 'random_state': 109}, 'sub': {'random_state': 109, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",DTC-Over Resampling,DTC-RandomOverSampler
816,yeast-2_vs_4,Random,79,DTC,CondensedNearestNeighbour,Under Resampling,0.9415931636753596,"{'classifier': {'criterion': 'gini', 'max_depth': 8, 'max_features': None, 'min_samples_leaf': 11, 'min_samples_split': 11, 'name': 'DTC', 'random_state': 79}, 'sub': {'n_neighbors': 31, 'n_seeds_S': 47, 'random_state': 79, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",DTC-Under Resampling,DTC-CondensedNearestNeighbour
817,new-thyroid1,Random,109,SVM,BorderlineSMOTE,Over Resampling,0.997202659436654,"{'classifier': {'C': 11.439169900812075, 'coef0': 0.38793838127194635, 'degree': 2, 'gamma': 'auto', 'gamma_value': 3.564363364031135, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 109, 'shrinking': False, 'tol': 0.09248237128158954}, 'sub': {'k_neighbors': 2, 'kind': 'borderline-1', 'm_neighbors': 3, 'random_state': 109, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",SVM-Over Resampling,SVM-BorderlineSMOTE
818,glass-0-1-6_vs_2,Random,109,LR,ADASYN,Over Resampling,0.8233197230571738,"{'classifier': {'C': 38.04567346384948, 'l1_ratio': 0.6364891908311562, 'name': 'LR', 'penalty_solver': 'l2+liblinear', 'random_state': 109, 'tol': 0.0935559496259103}, 'sub': {'n_neighbors': 7, 'random_state': 109, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",LR-Over Resampling,LR-ADASYN
819,new-thyroid2,Random,109,RF,OneSidedSelection,Under Resampling,0.997202659436654,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 5, 'min_samples_split': 3, 'n_estimators': 97, 'name': 'RF', 'random_state': 109}, 'sub': {'n_neighbors': 14, 'n_seeds_S': 3, 'random_state': 109, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
820,glass4,Random,109,KNN,SMOTEENN,Combine Resampling,0.9219414821096872,"{'classifier': {'algorithm': 'kd_tree', 'n_neighbors': 15, 'name': 'KNN', 'p': 18, 'random_state': 109, 'weights': 'uniform'}, 'sub': {'random_state': 109, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",KNN-Combine Resampling,KNN-SMOTEENN
821,ecoli-0_vs_1,Random,109,RF,SMOTEENN,Combine Resampling,0.9864367132317184,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 14, 'min_samples_split': 17, 'n_estimators': 80, 'name': 'RF', 'random_state': 109}, 'sub': {'random_state': 109, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",RF-Combine Resampling,RF-SMOTEENN
822,glass6,Random,109,DTC,RandomUnderSampler,Under Resampling,0.9427543209476541,"{'classifier': {'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 4, 'name': 'DTC', 'random_state': 109}, 'sub': {'random_state': 109, 'replacement': True, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",DTC-Under Resampling,DTC-RandomUnderSampler
823,glass2,Random,109,LR,ADASYN,Over Resampling,0.8052511219219329,"{'classifier': {'C': 40.9827697401066, 'l1_ratio': 0.25105685844700537, 'name': 'LR', 'penalty_solver': 'l1+liblinear', 'random_state': 109, 'tol': 0.04533175511624368}, 'sub': {'n_neighbors': 3, 'random_state': 109, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",LR-Over Resampling,LR-ADASYN
824,glass-0-1-2-3_vs_4-5-6,Random,109,RF,CondensedNearestNeighbour,Under Resampling,0.9588132429251152,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 62, 'name': 'RF', 'random_state': 109}, 'sub': {'n_neighbors': 22, 'n_seeds_S': 27, 'random_state': 109, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",RF-Under Resampling,RF-CondensedNearestNeighbour
